bull_id,bull_ebv,cow_id,cow_ebv,average_ebv,difference_ebv,inbreeding_level,fitness
NL00000050449,-1305.2,DE00000028635,2046.2,370.5,3351.4,0.0,1562.8599853515625
NL00000050449,-1305.2,FR00000011732,1981.1,338.0,3286.3,0.0,1517.320068359375
US00000000795,1867.9,US00000064882,-1877.3,-4.7,3745.2,0.0,1495.260009765625
US00000000795,1867.9,NL00000071692,-1865.4,1.2,3733.3,0.0,1494.0400390625
US00000000795,1867.9,RU00000080655,-1861.4,3.2,3729.3,0.0,1493.64013671875
US00000000795,1867.9,US00000072956,-1849.6,9.2,3717.5,0.0,1492.52001953125
US00000000795,1867.9,US00000082041,-1809.9,29.0,3677.8,0.0,1488.52001953125
US00000000795,1867.9,RU00000065599,-1769.2,49.4,3637.1,0.0,1484.4801025390625
US00000000795,1867.9,RU00000090513,-1650.9,108.5,3518.8,0.0,1472.6199951171875
US00000000795,1867.9,GB00000075621,-1630.8,118.5,3498.7,0.0,1470.5799560546875
US00000000795,1867.9,GB00000088852,-1601.5,133.2,3469.4,0.0,1467.6800537109375
US00000000795,1867.9,FR00000062660,-1577.5,145.2,3445.4,0.0,1465.280029296875
US00000000795,1867.9,FR00000051660,-1574.4,146.8,3442.3,0.0,1465.0
US00000000795,1867.9,GB00000068551,-1568.6,149.7,3436.5,0.0,1464.419921875
US00000000795,1867.9,FR00000083213,-1568.0,150.0,3435.9,0.0,1464.3599853515625
US00000000795,1867.9,NL00000069046,-1560.7,153.6,3428.6,0.0,1463.60009765625
US00000000795,1867.9,RU00000079663,-1534.3,166.8,3402.2,0.0,1460.9599609375
US00000000795,1867.9,RU00000071808,-1533.2,167.4,3401.1,0.0,1460.880126953125
US00000000795,1867.9,GB00000083008,-1515.0,176.5,3382.9,0.0,1459.06005859375
US00000000795,1867.9,US00000088916,-1510.7,178.6,3378.6,0.0,1458.60009765625
US00000000795,1867.9,US00000076028,-1502.3,182.8,3370.2,0.0,1457.760009765625
US00000000795,1867.9,RU00000072998,-1488.9,189.5,3356.8,0.0,1456.4200439453125
US00000000795,1867.9,NL00000072333,-1465.3,201.3,3333.2,0.0,1454.06005859375
