bull_id,cow_id
US00000003013,RU00000090385
DE00000001742,DE00000090396
US00000000795,NL00000090422
US00000003507,GB00000090437
DE00000001742,DE00000090443
US00000003013,GB00000090449
US00000003507,DE00000090473
US00000003013,GB00000090485
US00000000795,GB00000090564
US00000003507,FR00000054223
US00000003013,GB00000090611
DE00000001742,US00000090675
US00000003507,DE00000090689
US00000003507,GB00000090736
US00000003013,RU00000090778
US00000003507,US00000090783
US00000003013,NL00000090809
DE00000001742,DE00000090899
US00000000795,GB00000090905
US00000003013,FR00000090911
DE00000001742,US00000090917
US00000003507,FR00000076418
US00000000795,GB00000082055
US00000003013,GB00000090013
US00000000795,GB00000090018
US00000000795,FR00000090030
DE00000001742,US00000090063
NL00000050889,US00000037764
US00000000795,FR00000089762
US00000003013,FR00000089773
US00000003013,US00000089827
US00000000795,RU00000089830
US00000003013,RU00000089849
US00000003507,NL00000089911
US00000000795,FR00000089918
US00000051108,NL00000005443
US00000051455,NL00000008740
US00000051455,RU00000009078
US00000051455,DE00000018582
US00000051108,RU00000036871
US00000051455,RU00000042201
US00000051108,FR00000037650
US00000003507,NL00000089790
US00000000795,FR00000089796
DE00000001742,RU00000089798
GB00000052082,RU00000012513
NL00000050889,RU00000022075
DE00000001742,RU00000090259
DE00000001742,GB00000090272
US00000003507,GB00000090273
US00000051108,GB00000023765
US00000000795,US00000093074
US00000000795,NL00000093076
DE00000001742,RU00000093089
US00000003013,DE00000093138
US00000003013,GB00000093185
US00000003013,RU00000093211
NL00000050788,FR00000004885
US00000051108,NL00000005012
NL00000050889,GB00000005037
NL00000050788,US00000005077
NL00000050788,DE00000005097
NL00000050889,FR00000005110
NL00000050788,RU00000005128
DE00000080214,DE00000005206
NL00000050889,FR00000005217
GB00000052082,RU00000005222
US00000051455,GB00000005223
NL00000050788,US00000005225
DE00000080214,US00000005226
NL00000050889,FR00000005227
NL00000051437,RU00000005257
NL00000051437,DE00000005295
NL00000051437,GB00000005302
US00000051455,GB00000005304
US00000051455,NL00000005326
US00000051108,FR00000005328
US00000051455,RU00000005377
GB00000052082,US00000005391
US00000051455,US00000005508
NL00000050788,RU00000005606
NL00000050889,US00000005664
US00000051108,DE00000005672
US00000051455,DE00000005678
GB00000052082,FR00000005737
NL00000050889,FR00000005739
DE00000080214,FR00000005744
GB00000052082,NL00000005761
NL00000051437,RU00000005789
GB00000052082,US00000005798
GB00000052082,GB00000003618
DE00000080214,DE00000005811
GB00000052082,NL00000005816
GB00000052082,RU00000005820
US00000051108,NL00000005859
NL00000050889,US00000005860
GB00000052082,US00000005874
NL00000050788,FR00000005883
NL00000050788,RU00000005891
US00000051108,NL00000005898
NL00000051437,NL00000005940
US00000051455,GB00000005944
NL00000050788,RU00000005945
GB00000052082,GB00000005950
GB00000052082,US00000005967
US00000051455,FR00000005968
US00000051455,NL00000005972
NL00000050788,RU00000006124
GB00000052082,FR00000006126
NL00000050788,FR00000006131
NL00000050788,GB00000006149
DE00000080214,GB00000006199
GB00000052082,US00000006228
US00000051455,FR00000006229
NL00000050889,FR00000006409
NL00000051437,DE00000006431
GB00000052082,RU00000006433
NL00000050788,DE00000006437
NL00000050889,RU00000006445
DE00000080214,FR00000006482
NL00000050788,US00000006490
NL00000051437,US00000006502
US00000051455,RU00000006504
US00000051108,GB00000006512
US00000051455,GB00000006548
US00000051108,FR00000006552
NL00000050788,DE00000006562
US00000051455,US00000006573
NL00000050788,US00000006574
NL00000050788,GB00000006586
NL00000051437,FR00000006587
NL00000051437,FR00000006651
US00000051455,GB00000006655
US00000051455,NL00000006666
DE00000080214,RU00000007287
NL00000051437,US00000007300
GB00000052082,GB00000007309
NL00000050788,FR00000007344
US00000051108,US00000007351
NL00000050889,DE00000007352
GB00000052082,US00000007353
GB00000052082,US00000007354
NL00000050788,FR00000007355
NL00000050788,GB00000007368
GB00000052082,GB00000007377
NL00000051437,NL00000007414
US00000051455,NL00000007433
US00000051455,DE00000007441
DE00000080214,DE00000007481
DE00000080214,NL00000007545
NL00000050788,GB00000007546
NL00000050788,DE00000007575
DE00000080214,RU00000007595
US00000051455,FR00000007604
GB00000052082,RU00000007626
NL00000050889,NL00000007637
GB00000052082,RU00000007640
US00000051108,DE00000007642
NL00000050788,FR00000007644
NL00000050889,GB00000007697
NL00000050889,DE00000007794
GB00000052082,RU00000007796
US00000051455,NL00000007840
NL00000050788,DE00000007853
NL00000050889,GB00000007915
GB00000052082,RU00000007932
DE00000080214,NL00000007939
US00000051455,GB00000007959
NL00000051437,DE00000007962
US00000051108,RU00000006728
NL00000050889,GB00000006734
NL00000050788,DE00000006764
DE00000080214,NL00000006773
NL00000050788,US00000006805
GB00000052082,US00000006846
NL00000050788,GB00000006915
NL00000051437,DE00000006916
NL00000051437,DE00000007993
GB00000052082,NL00000008020
NL00000051437,US00000008040
DE00000080214,RU00000008055
NL00000050889,RU00000008086
GB00000052082,RU00000008092
NL00000051437,DE00000008125
NL00000050788,DE00000008128
US00000051455,FR00000008132
DE00000080214,FR00000008138
GB00000052082,NL00000008154
NL00000050889,US00000008157
NL00000050889,DE00000008165
NL00000051437,FR00000004266
NL00000050889,GB00000006918
NL00000051437,RU00000006920
NL00000050889,US00000006921
DE00000080214,NL00000006922
GB00000052082,GB00000006924
NL00000050889,RU00000006925
DE00000080214,DE00000006927
US00000051455,DE00000006928
NL00000051437,NL00000006929
NL00000050889,DE00000006930
GB00000052082,RU00000006931
NL00000051437,NL00000006932
NL00000050788,GB00000006933
US00000051108,NL00000006935
DE00000080214,NL00000006936
NL00000050889,FR00000006937
US00000051108,US00000006938
US00000051108,NL00000006939
DE00000080214,DE00000006940
US00000051455,RU00000006941
US00000051108,DE00000006944
DE00000080214,GB00000006946
GB00000052082,US00000006947
NL00000050889,DE00000006948
NL00000050788,NL00000006949
GB00000052082,NL00000006950
GB00000052082,US00000006951
US00000051455,NL00000007045
DE00000080214,NL00000007083
GB00000052082,NL00000007118
US00000051108,US00000007121
NL00000050889,NL00000007136
DE00000080214,GB00000007158
DE00000080214,DE00000004276
GB00000052082,US00000004288
NL00000051437,NL00000004289
US00000051455,GB00000004301
US00000051455,GB00000008190
NL00000050788,US00000008206
US00000051455,DE00000008215
GB00000052082,GB00000008216
GB00000052082,FR00000008225
US00000051455,NL00000008267
DE00000080214,RU00000008285
GB00000052082,NL00000008296
US00000051455,GB00000008299
GB00000052082,DE00000008309
NL00000050788,US00000008310
NL00000051437,RU00000008312
US00000051455,RU00000008314
US00000051108,NL00000004377
US00000051455,DE00000004383
NL00000050788,RU00000004385
NL00000050788,DE00000004407
GB00000052082,GB00000004422
NL00000050889,RU00000004428
US00000051455,FR00000004432
US00000051455,FR00000007218
GB00000052082,RU00000007232
GB00000052082,NL00000007259
DE00000080214,NL00000009101
GB00000052082,RU00000009103
US00000051455,RU00000009142
NL00000050889,DE00000009143
US00000051108,RU00000009148
GB00000052082,FR00000009173
US00000051455,US00000009197
US00000051455,RU00000008481
NL00000050889,RU00000008482
NL00000051437,NL00000008505
GB00000052082,NL00000008506
US00000051108,DE00000008512
GB00000052082,NL00000008532
NL00000050889,US00000008554
NL00000050788,FR00000008593
NL00000050889,RU00000008603
GB00000052082,DE00000008605
GB00000052082,FR00000008632
GB00000052082,DE00000008646
NL00000050788,US00000004473
GB00000052082,RU00000004480
DE00000080214,GB00000004508
US00000051455,DE00000004510
US00000051455,US00000004511
US00000051108,GB00000004512
GB00000052082,RU00000004513
GB00000052082,US00000004514
DE00000080214,RU00000004530
GB00000052082,FR00000004557
US00000051455,GB00000004573
US00000051455,NL00000004584
NL00000050889,NL00000009206
NL00000051437,RU00000009209
DE00000080214,DE00000009220
GB00000052082,DE00000009234
GB00000052082,NL00000009246
NL00000051437,FR00000009273
GB00000052082,US00000009276
GB00000052082,US00000009278
NL00000051437,RU00000009283
DE00000080214,RU00000009285
US00000051455,RU00000009304
US00000051455,US00000009322
NL00000050788,DE00000009348
NL00000050889,FR00000009358
US00000051455,FR00000009362
NL00000051437,GB00000004605
NL00000050889,FR00000004643
NL00000050889,NL00000008652
US00000051455,DE00000008676
US00000051108,US00000008709
GB00000052082,US00000008717
DE00000080214,GB00000008736
US00000051455,FR00000008737
NL00000051437,GB00000008738
NL00000050788,GB00000008739
NL00000050788,US00000008741
US00000051455,US00000008742
US00000051455,FR00000008757
DE00000080214,US00000008759
NL00000050788,RU00000008793
NL00000050889,GB00000008824
NL00000051437,GB00000004665
NL00000050889,FR00000004669
US00000051455,NL00000004712
NL00000050889,FR00000004716
US00000051455,RU00000004731
DE00000080214,NL00000004735
NL00000050889,DE00000004736
US00000051455,GB00000004742
US00000051108,GB00000004778
US00000051455,US00000004806
NL00000050889,RU00000004809
GB00000052082,RU00000004810
US00000051108,GB00000009412
US00000051455,NL00000009413
NL00000050889,NL00000009415
US00000051455,RU00000009432
NL00000050889,DE00000009457
NL00000050788,NL00000009466
DE00000080214,US00000009493
US00000051455,FR00000009525
US00000051455,FR00000009570
NL00000050889,NL00000009585
US00000051455,NL00000009593
GB00000052082,NL00000009608
US00000051455,FR00000011357
GB00000052082,RU00000011359
US00000051455,GB00000008880
GB00000052082,GB00000008887
NL00000051437,GB00000008935
DE00000080214,GB00000008948
GB00000052082,US00000008952
DE00000080214,FR00000008955
NL00000050788,RU00000008959
NL00000051437,GB00000009016
NL00000051437,FR00000009017
NL00000050889,GB00000012926
US00000051455,DE00000012932
GB00000052082,RU00000012951
NL00000050788,US00000012954
NL00000050788,RU00000012970
GB00000052082,DE00000012971
NL00000050788,RU00000012974
US00000051455,GB00000012978
NL00000050788,NL00000012987
DE00000080214,FR00000012992
GB00000052082,DE00000013019
US00000051455,FR00000013068
US00000051108,RU00000009644
NL00000050788,RU00000009659
GB00000052082,NL00000009662
NL00000050788,GB00000009674
NL00000050788,DE00000009675
NL00000051437,NL00000009682
DE00000080214,DE00000009691
GB00000052082,FR00000009692
US00000051455,US00000009697
DE00000080214,US00000009700
US00000051108,RU00000009701
NL00000050889,FR00000009702
US00000051455,NL00000009705
NL00000050788,RU00000009706
GB00000052082,NL00000009707
NL00000050889,NL00000009709
GB00000052082,FR00000009711
US00000051108,NL00000009713
NL00000050788,GB00000009714
US00000051108,FR00000009718
US00000051455,FR00000009719
NL00000050889,DE00000009745
NL00000050788,RU00000009747
NL00000050788,RU00000009748
DE00000080214,DE00000009823
NL00000051437,GB00000011398
NL00000050788,NL00000011402
DE00000080214,US00000011403
US00000051455,US00000011443
US00000051455,FR00000011448
GB00000052082,NL00000011494
GB00000052082,RU00000011511
DE00000080214,DE00000011545
GB00000052082,DE00000011546
US00000051455,FR00000011547
DE00000080214,GB00000011548
GB00000052082,GB00000009878
GB00000052082,FR00000009890
NL00000050889,FR00000009895
GB00000052082,RU00000009903
DE00000080214,US00000009913
GB00000052082,DE00000009952
GB00000052082,NL00000009965
GB00000052082,GB00000010033
NL00000050889,FR00000010043
GB00000052082,NL00000010056
GB00000052082,US00000010057
NL00000050889,RU00000011560
GB00000052082,RU00000011565
NL00000051437,DE00000011572
NL00000050788,RU00000011577
NL00000050889,FR00000011610
NL00000050889,DE00000011618
NL00000051437,FR00000011644
GB00000052082,RU00000011721
DE00000080214,FR00000011772
NL00000050788,FR00000011780
NL00000050788,NL00000013082
NL00000050889,US00000013084
US00000051455,NL00000013098
NL00000050889,NL00000013126
US00000051455,RU00000013148
GB00000052082,DE00000013154
NL00000050788,DE00000013162
DE00000080214,NL00000013193
GB00000052082,RU00000013200
NL00000050788,NL00000013223
US00000051455,DE00000013225
GB00000052082,DE00000013226
NL00000050788,GB00000013227
GB00000052082,NL00000013229
GB00000052082,FR00000013230
NL00000051437,RU00000013231
NL00000051437,RU00000011786
NL00000051437,RU00000011796
DE00000080214,DE00000011808
GB00000052082,GB00000011809
NL00000051437,GB00000011810
US00000051108,DE00000011811
NL00000050788,US00000011812
NL00000051437,RU00000011813
GB00000052082,RU00000011814
GB00000052082,FR00000011841
NL00000051437,FR00000011845
NL00000051437,DE00000010098
NL00000050788,RU00000010110
NL00000051437,RU00000010142
DE00000080214,NL00000010145
US00000051108,FR00000010147
DE00000080214,DE00000010169
US00000051455,NL00000010171
NL00000050889,GB00000010194
US00000051455,NL00000010223
NL00000050889,GB00000010235
NL00000051437,FR00000010264
NL00000050889,FR00000010269
NL00000050788,US00000010270
US00000051108,NL00000010271
US00000051108,GB00000010272
GB00000052082,NL00000011987
US00000051455,GB00000012011
GB00000052082,FR00000012042
US00000051455,FR00000012047
US00000051455,DE00000012060
US00000051455,RU00000012069
US00000051455,NL00000012091
GB00000052082,RU00000012098
NL00000050889,FR00000012099
US00000051455,NL00000012145
NL00000050889,NL00000012146
NL00000050788,GB00000012165
DE00000080214,FR00000012170
NL00000050788,RU00000013378
GB00000052082,DE00000013393
US00000051455,FR00000013415
NL00000050788,DE00000013446
NL00000051437,DE00000013449
DE00000080214,RU00000013470
GB00000052082,FR00000013474
DE00000080214,NL00000013484
NL00000051437,RU00000013489
NL00000050889,GB00000013502
US00000051108,RU00000012190
US00000051455,FR00000012202
NL00000050889,GB00000012203
US00000051108,RU00000012205
US00000051455,GB00000012206
GB00000052082,DE00000010292
NL00000050788,FR00000010296
US00000051108,DE00000010301
NL00000050889,GB00000010346
DE00000080214,RU00000010348
GB00000052082,DE00000010360
NL00000050788,RU00000010395
NL00000050889,FR00000010410
US00000051108,DE00000010412
NL00000050889,US00000010446
US00000051108,GB00000010447
NL00000051437,FR00000010448
NL00000051437,RU00000012216
NL00000050889,DE00000012243
NL00000050788,DE00000012273
NL00000051437,RU00000012276
US00000051108,RU00000012286
GB00000052082,US00000012297
US00000051108,NL00000012344
GB00000052082,GB00000012374
NL00000050889,US00000012420
GB00000052082,FR00000012438
US00000051108,US00000012450
US00000051108,DE00000012456
US00000051455,NL00000013518
GB00000052082,NL00000013529
NL00000050788,DE00000013553
NL00000050889,NL00000013568
NL00000050889,DE00000013594
US00000051455,NL00000013597
US00000051455,NL00000013600
GB00000052082,NL00000013604
GB00000052082,DE00000013669
NL00000050889,US00000013676
DE00000080214,GB00000013682
NL00000050889,GB00000013702
DE00000080214,DE00000013715
US00000051455,NL00000013735
US00000051455,GB00000012472
NL00000050889,DE00000012483
NL00000050788,GB00000012489
GB00000052082,DE00000010568
US00000051455,GB00000010580
NL00000050889,DE00000010621
US00000051455,RU00000010622
NL00000050788,GB00000010624
US00000051455,RU00000010642
GB00000052082,DE00000010683
US00000051108,NL00000010705
NL00000050889,DE00000010714
DE00000080214,NL00000010718
NL00000051437,RU00000010728
US00000051108,NL00000010733
NL00000050889,RU00000010740
NL00000050788,NL00000012507
DE00000080214,DE00000012509
DE00000080214,US00000012510
DE00000080214,GB00000012512
NL00000050788,US00000012515
DE00000080214,NL00000012516
NL00000050889,FR00000012518
NL00000051437,NL00000012520
NL00000051437,DE00000012521
NL00000051437,US00000012522
GB00000052082,US00000012524
GB00000052082,NL00000012526
NL00000050889,NL00000012528
GB00000052082,RU00000012529
DE00000080214,GB00000012530
US00000051455,FR00000012531
NL00000051437,NL00000012532
DE00000080214,NL00000012533
US00000051455,US00000012568
NL00000051437,DE00000012638
NL00000050889,RU00000012639
NL00000050889,US00000012645
NL00000050889,US00000012704
NL00000050788,GB00000012712
NL00000051437,US00000012732
DE00000080214,DE00000013775
GB00000052082,NL00000013776
NL00000050788,DE00000013779
NL00000050889,GB00000013784
US00000051455,GB00000013790
GB00000052082,FR00000013798
NL00000051437,DE00000013818
NL00000051437,US00000013822
NL00000051437,DE00000013831
NL00000051437,NL00000013857
NL00000050788,GB00000013868
NL00000050889,FR00000013938
NL00000051437,FR00000014000
NL00000050889,NL00000014004
NL00000050788,RU00000014037
GB00000052082,NL00000010752
NL00000050889,NL00000010786
NL00000050788,DE00000010787
US00000051455,US00000010793
NL00000050889,FR00000010795
DE00000080214,RU00000010802
GB00000052082,DE00000010828
NL00000050788,GB00000010834
NL00000051437,US00000010839
NL00000050889,NL00000010843
DE00000080214,NL00000012796
NL00000050788,FR00000012848
US00000051108,RU00000012864
NL00000051437,US00000016229
US00000051108,GB00000016325
NL00000050788,NL00000016334
NL00000051437,US00000016337
NL00000050889,FR00000016362
GB00000052082,FR00000016364
DE00000080214,RU00000016371
GB00000052082,DE00000016379
NL00000051437,DE00000016391
GB00000052082,NL00000016401
NL00000050889,US00000014054
US00000051455,DE00000014060
GB00000052082,US00000014067
NL00000050889,FR00000014134
DE00000080214,NL00000014147
US00000051455,RU00000014162
NL00000050889,US00000014163
NL00000050889,GB00000014166
NL00000050788,FR00000014176
GB00000052082,FR00000014199
GB00000052082,DE00000014213
NL00000050889,DE00000014220
NL00000050788,RU00000014235
US00000051455,US00000014239
US00000051455,RU00000014244
NL00000051437,RU00000014252
GB00000052082,NL00000014305
NL00000051437,GB00000014307
NL00000051437,NL00000014309
NL00000050889,GB00000014310
US00000051108,NL00000014311
GB00000052082,US00000014314
GB00000052082,GB00000014317
NL00000050889,FR00000014377
US00000051455,DE00000014381
NL00000051437,NL00000014384
GB00000052082,US00000014505
US00000051455,DE00000014506
US00000051108,FR00000014515
DE00000080214,FR00000014568
NL00000050788,NL00000014587
NL00000050788,GB00000014591
US00000051108,DE00000014613
US00000051455,NL00000014615
NL00000050889,DE00000014616
US00000051108,FR00000014617
DE00000080214,US00000014861
US00000051455,RU00000014901
US00000051455,GB00000014907
US00000051455,RU00000014913
NL00000051437,FR00000014922
DE00000080214,FR00000014926
NL00000051437,US00000014927
US00000051455,RU00000014931
NL00000050889,NL00000014994
NL00000050788,NL00000014998
US00000051455,GB00000015033
GB00000052082,DE00000015041
DE00000080214,GB00000015047
US00000051455,US00000010967
US00000051108,GB00000010969
NL00000050788,US00000010989
US00000051108,US00000010998
NL00000050788,RU00000011049
DE00000080214,NL00000011062
DE00000080214,FR00000011077
NL00000050889,NL00000011104
NL00000050889,FR00000011105
US00000051455,GB00000011106
NL00000050889,NL00000011265
US00000051455,RU00000011272
DE00000080214,NL00000011276
US00000051108,GB00000011287
NL00000051437,FR00000011307
NL00000051437,US00000018576
NL00000051437,NL00000018577
NL00000051437,NL00000018585
US00000051455,US00000018592
NL00000050788,US00000018600
US00000051108,RU00000018620
US00000051108,DE00000018664
US00000051108,US00000018665
US00000051455,FR00000018677
NL00000050889,US00000018678
NL00000050788,RU00000018679
NL00000051437,NL00000018767
GB00000052082,GB00000018776
US00000051108,US00000018778
US00000051108,GB00000018794
US00000051455,DE00000018795
GB00000052082,GB00000018865
GB00000052082,GB00000018871
NL00000050889,GB00000018902
NL00000050889,GB00000018933
NL00000051437,RU00000018937
GB00000052082,DE00000018938
DE00000080214,NL00000018940
NL00000050889,FR00000018958
NL00000051437,US00000018961
NL00000051437,NL00000018967
NL00000050889,RU00000018970
DE00000080214,FR00000018973
NL00000050788,FR00000018975
GB00000052082,DE00000018977
GB00000052082,FR00000019014
NL00000050788,US00000019028
NL00000051437,GB00000019138
US00000051455,FR00000019139
NL00000050788,DE00000019160
DE00000080214,RU00000019206
NL00000050788,FR00000016455
GB00000052082,DE00000016492
GB00000052082,GB00000016529
NL00000050788,RU00000016536
GB00000052082,FR00000016552
US00000051455,GB00000016565
US00000051455,FR00000016593
NL00000050889,FR00000016594
NL00000050889,NL00000015056
GB00000052082,RU00000015057
GB00000052082,GB00000015059
US00000051108,US00000015073
GB00000052082,US00000015085
US00000051455,NL00000015093
NL00000050788,GB00000015133
DE00000080214,DE00000015169
NL00000051437,US00000015196
NL00000050788,FR00000015204
GB00000052082,NL00000015222
NL00000050889,US00000015230
DE00000080214,DE00000016610
US00000051455,US00000016616
DE00000080214,US00000016660
US00000051455,US00000016679
GB00000052082,GB00000016713
GB00000052082,GB00000016728
US00000051455,FR00000016741
GB00000052082,DE00000019213
NL00000050788,US00000019249
US00000051108,GB00000019250
NL00000050788,FR00000019291
DE00000080214,RU00000019302
GB00000052082,RU00000019321
GB00000052082,DE00000019345
GB00000052082,NL00000019433
NL00000050889,NL00000019439
NL00000051437,FR00000016774
NL00000050889,GB00000016800
NL00000051437,DE00000016814
US00000051455,US00000015244
DE00000080214,FR00000015276
GB00000052082,RU00000015280
US00000051108,GB00000015327
NL00000051437,NL00000015328
GB00000052082,GB00000015329
US00000051455,RU00000015330
US00000051455,NL00000015333
GB00000052082,FR00000015334
GB00000052082,DE00000015335
US00000051108,NL00000015338
NL00000051437,RU00000015339
NL00000050788,US00000015340
GB00000052082,FR00000015341
NL00000050788,FR00000015343
DE00000080214,DE00000015344
GB00000052082,RU00000015345
DE00000080214,NL00000015346
GB00000052082,US00000015348
GB00000052082,GB00000015350
US00000051455,GB00000015351
NL00000051437,FR00000015352
GB00000052082,US00000015353
US00000051108,NL00000015354
US00000051108,DE00000015356
US00000051455,GB00000015357
US00000051455,GB00000015358
US00000051455,US00000015360
GB00000052082,FR00000015361
NL00000051437,RU00000015362
US00000051455,NL00000015369
DE00000080214,DE00000015370
NL00000051437,DE00000015383
GB00000052082,RU00000015384
NL00000050889,NL00000015411
US00000051455,FR00000015414
GB00000052082,FR00000015417
GB00000052082,DE00000015419
US00000051455,US00000015420
DE00000080214,NL00000015421
US00000051455,DE00000015423
GB00000052082,NL00000015425
US00000051108,NL00000015428
GB00000052082,RU00000015429
US00000051108,RU00000015430
DE00000080214,RU00000015431
US00000051108,FR00000015432
US00000051455,US00000015434
US00000051455,DE00000015436
US00000051455,US00000015437
NL00000051437,GB00000015438
US00000051108,GB00000015439
NL00000050889,US00000015441
DE00000080214,RU00000015442
US00000051455,US00000015445
NL00000050889,DE00000016855
GB00000052082,FR00000016867
DE00000080214,DE00000016868
US00000051455,FR00000016869
NL00000050889,FR00000016961
DE00000080214,RU00000016999
NL00000050788,GB00000017031
NL00000051437,GB00000017034
NL00000050889,NL00000017055
US00000051455,DE00000017068
NL00000050889,US00000017071
US00000051108,US00000017083
NL00000051437,GB00000017088
GB00000052082,RU00000017099
NL00000050788,NL00000017100
US00000051455,DE00000017136
NL00000050788,FR00000017137
DE00000080214,DE00000017154
NL00000051437,DE00000019560
US00000051108,US00000019575
US00000051455,GB00000019607
NL00000051437,DE00000019644
GB00000052082,US00000019655
US00000051108,FR00000019660
NL00000050889,FR00000015446
US00000051108,DE00000015447
NL00000050788,NL00000015448
NL00000050788,NL00000015449
GB00000052082,GB00000015450
US00000051455,DE00000015451
NL00000050889,RU00000015452
DE00000080214,DE00000015453
US00000051108,DE00000015455
DE00000080214,NL00000015456
US00000051455,NL00000015457
US00000051455,DE00000015458
DE00000080214,US00000015459
US00000051455,DE00000015460
NL00000051437,GB00000015473
US00000051455,US00000015474
NL00000050889,RU00000015475
US00000051455,DE00000015476
GB00000052082,GB00000015478
US00000051455,RU00000015480
NL00000050889,FR00000015511
NL00000050889,GB00000015588
US00000051455,NL00000015594
GB00000052082,GB00000015644
US00000051455,FR00000015651
