cow_id,cow_ebv,bull_id,bull_ebv,average_ebv,difference_ebv,inbreeding_level
RU00000090385,266.5,US00000000795,1867.9,1067.2,1601.4,0.0
DE00000090396,362.1,DE00000001742,1510.6,936.4,1148.5,0.0
NL00000090422,-582.8,US00000000795,1867.9,642.6,2450.7,0.0
GB00000090437,443.8,US00000003507,1782.9,1113.4,1339.1,0.0
DE00000090443,173.3,US00000003507,1782.9,978.1,1609.6,0.0
GB00000090449,362.1,US00000003013,1528.6,945.4,1166.5,0.0
DE00000090473,12.0,US00000003507,1782.9,897.5,1770.9,0.0
GB00000090485,362.1,US00000003013,1528.6,945.4,1166.5,0.0
GB00000090564,-138.1,US00000000795,1867.9,864.9,2006.0,0.0
FR00000054223,-586.2,US00000003507,1782.9,598.4,2369.1,0.0
GB00000090611,362.1,US00000003013,1528.6,945.4,1166.5,0.0
US00000090675,173.3,US00000000795,1867.9,1020.6,1694.6,0.0
DE00000090689,-13.0,US00000003507,1782.9,885.0,1795.9,0.0
GB00000090736,319.0,DE00000001742,1510.6,914.8,1191.6,0.0
RU00000090778,362.1,US00000003013,1528.6,945.4,1166.5,0.0
US00000090783,345.2,US00000003507,1782.9,1064.1,1437.7,0.0
NL00000090809,362.1,US00000003013,1528.6,945.4,1166.5,0.0
DE00000090899,362.1,DE00000001742,1510.6,936.4,1148.5,0.0
GB00000090905,164.5,US00000000795,1867.9,1016.2,1703.4,0.0
FR00000090911,545.6,US00000000795,1867.9,1206.8,1322.3,0.0
US00000090917,362.1,DE00000001742,1510.6,936.4,1148.5,0.0
FR00000076418,-825.4,US00000003507,1782.9,478.8,2608.3,0.0
GB00000082055,-20.1,US00000000795,1867.9,923.9,1888.0,0.0
GB00000090013,362.1,US00000003013,1528.6,945.4,1166.5,0.0
GB00000090018,-320.9,US00000000795,1867.9,773.5,2188.8,0.0
FR00000090030,188.4,US00000000795,1867.9,1028.2,1679.5,0.0
US00000090063,362.1,DE00000001742,1510.6,936.4,1148.5,0.0
US00000037764,634.7,NL00000050449,-1305.2,-335.2,1939.9,0.0
FR00000089762,24.1,US00000000795,1867.9,946.0,1843.8,0.0
FR00000089773,362.1,US00000003013,1528.6,945.4,1166.5,0.0
US00000089827,173.3,US00000000795,1867.9,1020.6,1694.6,0.0
RU00000089830,-628.2,US00000000795,1867.9,619.9,2496.1,0.0
RU00000089849,362.1,US00000003013,1528.6,945.4,1166.5,0.0
NL00000089911,58.1,DE00000001742,1510.6,784.3,1452.5,0.0
FR00000089918,-20.1,US00000000795,1867.9,923.9,1888.0,0.0
NL00000005443,919.7,GB00000064975,-1252.2,-166.2,2171.9,0.0
NL00000008740,781.5,NL00000050449,-1305.2,-261.8,2086.7,0.0
RU00000009078,1050.2,NL00000050449,-1305.2,-127.5,2355.4,0.0
DE00000018582,739.1,GB00000064975,-1252.2,-256.5,1991.3,0.0
RU00000036871,1158.3,GB00000064975,-1252.2,-46.9,2410.5,0.0
RU00000042201,1164.6,GB00000064975,-1252.2,-43.8,2416.8,0.0
FR00000037650,680.5,NL00000050449,-1305.2,-312.3,1985.7,0.0
NL00000089790,162.4,US00000003507,1782.9,972.7,1620.5,0.0
FR00000089796,500.4,US00000000795,1867.9,1184.2,1367.5,0.0
RU00000089798,173.3,US00000003507,1782.9,978.1,1609.6,0.0
RU00000012513,807.4,DE00000073683,-969.5,-81.0,1776.9,0.0
RU00000022075,397.2,NL00000051437,772.5,584.9,375.3,0.0
RU00000090259,-216.2,DE00000001742,1510.6,647.2,1726.8,0.0
GB00000090272,362.1,DE00000001742,1510.6,936.4,1148.5,0.0
GB00000090273,432.7,US00000000795,1867.9,1150.3,1435.2,0.0
GB00000023765,679.8,GB00000064975,-1252.2,-286.2,1932.0,0.0
US00000093074,-13.0,US00000000795,1867.9,927.5,1880.9,0.0
NL00000093076,297.0,US00000000795,1867.9,1082.5,1570.9,0.0
RU00000093089,-90.4,US00000003507,1782.9,846.3,1873.3,0.0
DE00000093138,362.1,US00000003013,1528.6,945.4,1166.5,0.0
GB00000093185,362.1,US00000003013,1528.6,945.4,1166.5,0.0
RU00000093211,362.1,US00000003013,1528.6,945.4,1166.5,0.0
FR00000004885,629.8,GB00000064975,-1252.2,-311.2,1882.0,0.0
NL00000005012,712.7,GB00000064975,-1252.2,-269.7,1964.9,0.0
GB00000005037,722.0,NL00000050449,-1305.2,-291.6,2027.2,0.0
US00000005077,402.8,NL00000050889,650.7,526.8,247.9,0.0
DE00000005097,419.9,NL00000051437,772.5,596.2,352.6,0.0
FR00000005110,971.3,DE00000073683,-969.5,0.9,1940.8,0.0
RU00000005128,419.9,NL00000051437,772.5,596.2,352.6,0.0
DE00000005206,518.5,DE00000080214,704.2,611.4,185.7,0.0
FR00000005217,609.1,GB00000064975,-1252.2,-321.5,1861.3,0.0
RU00000005222,661.4,DE00000073683,-969.5,-154.0,1630.9,0.0
GB00000005223,1210.7,NL00000050449,-1305.2,-47.2,2515.9,0.0
US00000005225,603.4,DE00000073683,-969.5,-183.0,1572.9,0.0
US00000005226,343.3,DE00000080214,704.2,523.8,360.9,0.0
FR00000005227,1093.0,DE00000073683,-969.5,61.8,2062.5,0.0
RU00000005257,397.2,NL00000051437,772.5,584.9,375.3,0.0
DE00000005295,650.4,DE00000073683,-969.5,-159.5,1619.9,0.0
GB00000005302,458.2,NL00000051437,772.5,615.4,314.3,0.0
GB00000005304,998.9,GB00000064975,-1252.2,-126.6,2251.1,0.0
NL00000005326,953.7,GB00000064975,-1252.2,-149.2,2205.9,0.0
FR00000005328,726.7,NL00000050449,-1305.2,-289.2,2031.9,0.0
RU00000005377,818.1,GB00000064975,-1252.2,-217.0,2070.3,0.0
US00000005391,667.2,DE00000073683,-969.5,-151.1,1636.7,0.0
US00000005508,665.1,GB00000064975,-1252.2,-293.5,1917.3,0.0
RU00000005606,592.8,NL00000050788,691.9,642.4,99.1,0.0
US00000005664,900.2,DE00000073683,-969.5,-34.6,1869.7,0.0
DE00000005672,1072.5,NL00000050449,-1305.2,-116.3,2377.7,0.0
DE00000005678,703.2,DE00000073683,-969.5,-133.1,1672.7,0.0
FR00000005737,966.1,NL00000050449,-1305.2,-169.5,2271.3,0.0
FR00000005739,1015.2,DE00000073683,-969.5,22.9,1984.7,0.0
FR00000005744,515.7,DE00000080214,704.2,610.0,188.5,0.0
NL00000005761,1207.5,DE00000073683,-969.5,119.0,2177.0,0.0
RU00000005789,458.2,NL00000051437,772.5,615.4,314.3,0.0
US00000005798,1055.5,NL00000050449,-1305.2,-124.8,2360.7,0.0
GB00000003618,885.1,GB00000064975,-1252.2,-183.5,2137.3,0.0
DE00000005811,143.5,NL00000050788,691.9,417.7,548.4,0.0
NL00000005816,1067.4,DE00000073683,-969.5,49.0,2036.9,0.0
RU00000005820,883.1,NL00000050449,-1305.2,-211.0,2188.3,0.0
NL00000005859,1178.5,GB00000064975,-1252.2,-36.8,2430.7,0.0
US00000005860,-821.2,NL00000050788,691.9,-64.6,1513.1,0.0
US00000005874,749.3,NL00000050449,-1305.2,-277.9,2054.5,0.0
FR00000005883,359.4,NL00000050788,691.9,525.7,332.5,0.0
RU00000005891,429.8,NL00000050788,691.9,560.9,262.1,0.0
NL00000005898,1000.8,NL00000050449,-1305.2,-152.2,2306.0,0.0
NL00000005940,397.2,NL00000051437,772.5,584.9,375.3,0.0
GB00000005944,819.8,GB00000064975,-1252.2,-216.2,2072.0,0.0
RU00000005945,494.8,NL00000050788,691.9,593.4,197.1,0.0
GB00000005950,947.4,DE00000073683,-969.5,-11.0,1916.9,0.0
US00000005967,1159.2,NL00000050449,-1305.2,-73.0,2464.4,0.0
FR00000005968,1106.9,NL00000050449,-1305.2,-99.1,2412.1,0.0
NL00000005972,670.9,NL00000050449,-1305.2,-317.1,1976.1,0.0
RU00000006124,540.8,NL00000050788,691.9,616.4,151.1,0.0
FR00000006126,969.5,GB00000064975,-1252.2,-141.3,2221.7,0.0
FR00000006131,481.9,NL00000050788,691.9,586.9,210.0,0.0
GB00000006149,369.8,NL00000050788,691.9,530.9,322.1,0.0
GB00000006199,571.5,DE00000080214,704.2,637.9,132.7,0.0
US00000006228,1601.6,DE00000073683,-969.5,316.0,2571.1,0.0
FR00000006229,690.0,DE00000073683,-969.5,-139.8,1659.5,0.0
FR00000006409,534.0,NL00000050889,650.7,592.4,116.7,0.0
DE00000006431,482.7,DE00000080214,704.2,593.5,221.5,0.0
RU00000006433,1100.1,DE00000073683,-969.5,65.3,2069.6,0.0
DE00000006437,369.8,NL00000050788,691.9,530.9,322.1,0.0
RU00000006445,918.0,NL00000050449,-1305.2,-193.6,2223.2,0.0
FR00000006482,500.1,DE00000080214,704.2,602.2,204.1,0.0
US00000006490,573.8,NL00000050788,691.9,632.9,118.1,0.0
US00000006502,43.4,NL00000050889,650.7,347.1,607.3,0.0
RU00000006504,767.2,DE00000073683,-969.5,-101.1,1736.7,0.0
GB00000006512,781.7,NL00000050449,-1305.2,-261.7,2086.9,0.0
GB00000006548,903.6,GB00000064975,-1252.2,-174.3,2155.8,0.0
FR00000006552,670.7,NL00000050449,-1305.2,-317.2,1975.9,0.0
DE00000006562,-287.0,NL00000050788,691.9,202.5,978.9,0.0
US00000006573,823.2,DE00000073683,-969.5,-73.1,1792.7,0.0
US00000006574,626.7,NL00000050449,-1305.2,-339.2,1931.9,0.0
GB00000006586,419.9,NL00000051437,772.5,596.2,352.6,0.0
FR00000006587,484.5,DE00000080214,704.2,594.4,219.7,0.0
FR00000006651,397.2,NL00000051437,772.5,584.9,375.3,0.0
GB00000006655,1228.2,GB00000064975,-1252.2,-12.0,2480.4,0.0
NL00000006666,895.7,NL00000050449,-1305.2,-204.7,2200.9,0.0
RU00000007287,343.3,DE00000080214,704.2,523.8,360.9,0.0
US00000007300,343.3,DE00000080214,704.2,523.8,360.9,0.0
GB00000007309,717.2,DE00000073683,-969.5,-126.1,1686.7,0.0
FR00000007344,399.1,DE00000080214,704.2,551.7,305.1,0.0
US00000007351,791.8,DE00000073683,-969.5,-88.9,1761.3,0.0
DE00000007352,486.8,NL00000050788,691.9,589.4,205.1,0.0
US00000007353,809.3,NL00000050449,-1305.2,-247.9,2114.5,0.0
US00000007354,863.4,DE00000073683,-969.5,-53.0,1832.9,0.0
FR00000007355,494.8,NL00000050788,691.9,593.4,197.1,0.0
GB00000007368,261.6,NL00000050889,650.7,456.2,389.1,0.0
GB00000007377,1127.5,DE00000073683,-969.5,79.0,2097.0,0.0
NL00000007414,397.2,NL00000051437,772.5,584.9,375.3,0.0
NL00000007433,757.7,GB00000064975,-1252.2,-247.2,2009.9,0.0
DE00000007441,1164.1,GB00000064975,-1252.2,-44.0,2416.3,0.0
DE00000007481,303.1,DE00000080214,704.2,503.7,401.1,0.0
NL00000007545,638.7,GB00000064975,-1252.2,-306.7,1890.9,0.0
GB00000007546,614.3,GB00000064975,-1252.2,-318.9,1866.5,0.0
DE00000007575,596.7,DE00000080214,704.2,650.5,107.5,0.0
RU00000007595,-31.7,NL00000050889,650.7,309.5,682.4,0.0
FR00000007604,1312.8,DE00000073683,-969.5,171.7,2282.3,0.0
RU00000007626,909.4,DE00000073683,-969.5,-30.0,1878.9,0.0
NL00000007637,886.3,DE00000073683,-969.5,-41.6,1855.8,0.0
RU00000007640,948.4,DE00000073683,-969.5,-10.5,1917.9,0.0
DE00000007642,843.8,GB00000064975,-1252.2,-204.2,2096.0,0.0
FR00000007644,419.9,NL00000051437,772.5,596.2,352.6,0.0
GB00000007697,61.8,NL00000050889,650.7,356.3,588.9,0.0
DE00000007794,842.0,NL00000050449,-1305.2,-231.6,2147.2,0.0
RU00000007796,788.3,NL00000050449,-1305.2,-258.4,2093.5,0.0
NL00000007840,985.9,NL00000050449,-1305.2,-159.6,2291.1,0.0
DE00000007853,515.9,NL00000050788,691.9,603.9,176.0,0.0
GB00000007915,912.8,GB00000064975,-1252.2,-169.7,2165.0,0.0
RU00000007932,709.1,GB00000064975,-1252.2,-271.5,1961.3,0.0
NL00000007939,415.7,DE00000080214,704.2,560.0,288.5,0.0
GB00000007959,1219.1,GB00000064975,-1252.2,-16.5,2471.3,0.0
DE00000007962,587.3,DE00000080214,704.2,645.8,116.9,0.0
RU00000006728,800.7,NL00000050449,-1305.2,-252.2,2105.9,0.0
GB00000006734,583.1,NL00000050788,691.9,637.5,108.8,0.0
DE00000006764,102.4,NL00000050788,691.9,397.2,589.5,0.0
NL00000006773,409.5,DE00000080214,704.2,556.9,294.7,0.0
US00000006805,625.8,NL00000050449,-1305.2,-339.7,1931.0,0.0
US00000006846,651.6,NL00000050449,-1305.2,-326.8,1956.8,0.0
GB00000006915,494.8,NL00000050788,691.9,593.4,197.1,0.0
DE00000006916,343.3,DE00000080214,704.2,523.8,360.9,0.0
DE00000007993,596.1,NL00000051437,772.5,684.3,176.4,0.0
NL00000008020,679.2,DE00000073683,-969.5,-145.1,1648.7,0.0
US00000008040,156.3,NL00000050788,691.9,424.1,535.6,0.0
RU00000008055,524.6,DE00000080214,704.2,614.4,179.6,0.0
RU00000008086,602.0,NL00000050449,-1305.2,-351.6,1907.2,0.0
RU00000008092,893.4,DE00000073683,-969.5,-38.0,1862.9,0.0
DE00000008125,506.2,NL00000051437,772.5,639.4,266.3,0.0
DE00000008128,592.4,NL00000050788,691.9,642.2,99.5,0.0
FR00000008132,1076.3,DE00000073683,-969.5,53.4,2045.8,0.0
FR00000008138,8.3,NL00000050788,691.9,350.1,683.6,0.0
NL00000008154,715.6,NL00000050449,-1305.2,-294.8,2020.8,0.0
US00000008157,624.1,GB00000064975,-1252.2,-314.0,1876.3,0.0
DE00000008165,528.0,NL00000050889,650.7,589.4,122.7,0.0
FR00000004266,552.4,NL00000050788,691.9,622.2,139.5,0.0
GB00000006918,1032.0,NL00000050449,-1305.2,-136.6,2337.2,0.0
RU00000006920,551.9,NL00000050788,691.9,621.9,140.0,0.0
US00000006921,858.0,NL00000050449,-1305.2,-223.6,2163.2,0.0
NL00000006922,96.3,NL00000050788,691.9,394.1,595.6,0.0
GB00000006924,674.2,DE00000073683,-969.5,-147.6,1643.7,0.0
RU00000006925,1020.2,DE00000073683,-969.5,25.4,1989.7,0.0
DE00000006927,343.3,DE00000080214,704.2,523.8,360.9,0.0
DE00000006928,1309.9,NL00000050449,-1305.2,2.4,2615.1,0.0
NL00000006929,569.9,NL00000051437,772.5,671.2,202.6,0.0
DE00000006930,1277.1,GB00000064975,-1252.2,12.5,2529.3,0.0
RU00000006931,1007.4,DE00000073683,-969.5,19.0,1976.9,0.0
NL00000006932,282.2,NL00000050788,691.9,487.1,409.7,0.0
GB00000006933,494.8,NL00000050788,691.9,593.4,197.1,0.0
NL00000006935,1088.5,GB00000064975,-1252.2,-81.8,2340.7,0.0
NL00000006936,311.7,DE00000080214,704.2,508.0,392.5,0.0
FR00000006937,331.4,NL00000050788,691.9,511.7,360.5,0.0
US00000006938,1371.3,NL00000050449,-1305.2,33.1,2676.5,0.0
NL00000006939,946.8,DE00000073683,-969.5,-11.4,1916.3,0.0
DE00000006940,343.3,DE00000080214,704.2,523.8,360.9,0.0
RU00000006941,720.8,NL00000050449,-1305.2,-292.2,2026.0,0.0
DE00000006944,1116.8,DE00000073683,-969.5,73.7,2086.3,0.0
GB00000006946,343.3,DE00000080214,704.2,523.8,360.9,0.0
US00000006947,891.4,DE00000073683,-969.5,-39.0,1860.9,0.0
DE00000006948,1073.0,DE00000073683,-969.5,51.8,2042.5,0.0
NL00000006949,398.4,NL00000050788,691.9,545.2,293.5,0.0
NL00000006950,805.1,GB00000064975,-1252.2,-223.5,2057.3,0.0
US00000006951,1123.1,GB00000064975,-1252.2,-64.5,2375.3,0.0
NL00000007045,824.0,GB00000064975,-1252.2,-214.1,2076.2,0.0
NL00000007083,463.5,DE00000080214,704.2,583.9,240.7,0.0
NL00000007118,773.8,GB00000064975,-1252.2,-239.2,2026.0,0.0
US00000007121,1074.3,GB00000064975,-1252.2,-88.9,2326.5,0.0
NL00000007136,876.2,DE00000073683,-969.5,-46.6,1845.7,0.0
GB00000007158,505.5,DE00000080214,704.2,604.9,198.7,0.0
DE00000004276,629.3,NL00000050449,-1305.2,-337.9,1934.5,0.0
US00000004288,652.4,DE00000073683,-969.5,-158.5,1621.9,0.0
NL00000004289,486.3,NL00000051437,772.5,629.4,286.2,0.0
GB00000004301,925.9,NL00000050449,-1305.2,-189.6,2231.1,0.0
GB00000008190,1216.3,DE00000073683,-969.5,123.4,2185.8,0.0
US00000008206,369.8,NL00000050788,691.9,530.9,322.1,0.0
DE00000008215,921.6,DE00000073683,-969.5,-24.0,1891.1,0.0
GB00000008216,1267.4,DE00000073683,-969.5,149.0,2236.9,0.0
FR00000008225,1150.7,NL00000050449,-1305.2,-77.2,2455.9,0.0
NL00000008267,959.7,GB00000064975,-1252.2,-146.2,2211.9,0.0
RU00000008285,188.9,DE00000080214,704.2,446.6,515.3,0.0
NL00000008296,965.1,GB00000064975,-1252.2,-143.5,2217.3,0.0
GB00000008299,1007.3,NL00000050449,-1305.2,-148.9,2312.5,0.0
DE00000008309,764.2,DE00000073683,-969.5,-102.6,1733.7,0.0
US00000008310,494.8,NL00000050788,691.9,593.4,197.1,0.0
RU00000008312,596.1,NL00000051437,772.5,684.3,176.4,0.0
RU00000008314,971.3,DE00000073683,-969.5,0.9,1940.8,0.0
NL00000004377,1139.3,NL00000050449,-1305.2,-82.9,2444.5,0.0
DE00000004383,977.3,GB00000064975,-1252.2,-137.4,2229.5,0.0
RU00000004385,419.9,NL00000051437,772.5,596.2,352.6,0.0
DE00000004407,515.8,NL00000050788,691.9,603.9,176.1,0.0
GB00000004422,707.2,DE00000073683,-969.5,-131.1,1676.7,0.0
RU00000004428,687.0,DE00000073683,-969.5,-141.2,1656.5,0.0
FR00000004432,963.3,NL00000050449,-1305.2,-170.9,2268.5,0.0
FR00000007218,748.6,NL00000050449,-1305.2,-278.3,2053.8,0.0
RU00000007232,801.5,DE00000073683,-969.5,-84.0,1771.0,0.0
NL00000007259,744.4,DE00000073683,-969.5,-112.5,1713.9,0.0
NL00000009101,604.5,GB00000064975,-1252.2,-323.8,1856.7,0.0
RU00000009103,896.4,DE00000073683,-969.5,-36.5,1865.9,0.0
RU00000009142,961.1,GB00000064975,-1252.2,-145.5,2213.3,0.0
DE00000009143,563.1,NL00000050788,691.9,627.5,128.8,0.0
RU00000009148,760.8,GB00000064975,-1252.2,-245.7,2013.0,0.0
FR00000009173,835.1,GB00000064975,-1252.2,-208.5,2087.3,0.0
US00000009197,943.1,NL00000050449,-1305.2,-181.0,2248.3,0.0
RU00000008481,1253.0,DE00000073683,-969.5,141.8,2222.5,0.0
RU00000008482,1454.8,DE00000073683,-969.5,242.7,2424.3,0.0
NL00000008505,369.2,NL00000051437,772.5,570.9,403.3,0.0
NL00000008506,1175.6,NL00000050449,-1305.2,-64.8,2480.8,0.0
DE00000008512,898.7,DE00000073683,-969.5,-35.4,1868.2,0.0
NL00000008532,719.0,DE00000073683,-969.5,-125.2,1688.5,0.0
US00000008554,1172.1,GB00000064975,-1252.2,-40.0,2424.3,0.0
FR00000008593,369.8,NL00000050788,691.9,530.9,322.1,0.0
RU00000008603,961.2,DE00000073683,-969.5,-4.1,1930.7,0.0
DE00000008605,778.3,NL00000050449,-1305.2,-263.4,2083.5,0.0
FR00000008632,983.4,DE00000073683,-969.5,7.0,1952.9,0.0
DE00000008646,1061.8,DE00000073683,-969.5,46.2,2031.3,0.0
US00000004473,641.8,NL00000050449,-1305.2,-331.7,1947.0,0.0
RU00000004480,964.2,DE00000073683,-969.5,-2.6,1933.7,0.0
GB00000004508,465.9,NL00000050788,691.9,578.9,226.0,0.0
DE00000004510,879.9,NL00000050449,-1305.2,-212.6,2185.1,0.0
US00000004511,1288.6,GB00000064975,-1252.2,18.2,2540.8,0.0
GB00000004512,925.9,NL00000050449,-1305.2,-189.6,2231.1,0.0
RU00000004513,679.2,DE00000073683,-969.5,-145.1,1648.7,0.0
US00000004514,746.6,NL00000050449,-1305.2,-279.3,2051.8,0.0
RU00000004530,401.5,DE00000080214,704.2,552.9,302.7,0.0
FR00000004557,661.0,DE00000073683,-969.5,-154.2,1630.5,0.0
GB00000004573,736.9,GB00000064975,-1252.2,-257.6,1989.1,0.0
NL00000004584,801.1,NL00000050449,-1305.2,-252.0,2106.3,0.0
NL00000009206,270.7,DE00000080214,704.2,487.5,433.5,0.0
RU00000009209,586.2,NL00000051437,772.5,679.4,186.3,0.0
DE00000009220,463.5,DE00000080214,704.2,583.9,240.7,0.0
DE00000009234,957.5,GB00000064975,-1252.2,-147.3,2209.7,0.0
NL00000009246,1466.7,NL00000050449,-1305.2,80.8,2771.9,0.0
FR00000009273,561.1,NL00000051437,772.5,666.8,211.4,0.0
US00000009276,781.1,NL00000050449,-1305.2,-262.0,2086.3,0.0
US00000009278,665.6,NL00000050449,-1305.2,-319.8,1970.8,0.0
RU00000009283,555.3,NL00000051437,772.5,663.9,217.2,0.0
RU00000009285,620.5,NL00000050449,-1305.2,-342.3,1925.7,0.0
